,sentence,slot,intent,label
7629,book at tavern on the green for in 1 minute in co,O O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O B-timeRange I-timeRange I-timeRange O B-state,BookRestaurant,1
7630,use pandora to play korean osts,O B-service O O B-playlist I-playlist,PlayMusic,3
7631,reserve me a table a bar that serves african food for thirteen o clock for 1 in moravian falls,O O O O O B-restaurant_type O O B-cuisine O O B-timeRange I-timeRange I-timeRange O B-party_size_number O B-city I-city,BookRestaurant,1
7632,play some contemporary christian on groove shark,O O B-genre I-genre O B-service I-service,PlayMusic,3
7633,please get me the crime and punishment in suburbia trailer,O O O O B-object_name I-object_name I-object_name I-object_name I-object_name B-object_type,SearchCreativeWork,5
7634,find the movie schedule for animated movies close by,O O B-object_type I-object_type O B-movie_type I-movie_type B-spatial_relation I-spatial_relation,SearchScreeningEvent,6
7635,can you give me the forecast for 11 in bradner ia,O O O O O O O B-timeRange O B-city B-state,GetWeather,2
7636,is blood is not fresh water playing at this movie theatre at 2 am,O B-movie_name I-movie_name I-movie_name I-movie_name I-movie_name O O O B-object_location_type I-object_location_type O B-timeRange I-timeRange,SearchScreeningEvent,6
7637,is it freezing near medley,O O B-condition_temperature B-spatial_relation B-city,GetWeather,2
7638,play kaori mochida s most popular music on google music,O B-artist I-artist O B-sort I-sort O O B-service I-service,PlayMusic,3
7639,what is the 11 pm forecast for here and far,O O O B-timeRange I-timeRange O O B-current_location O B-spatial_relation,GetWeather,2
7640,where can i view the photograph the phantom horse,O O O O O B-object_type B-object_name I-object_name I-object_name,SearchCreativeWork,5
7641,play my mellow beats playlist please,O O B-playlist I-playlist O O,PlayMusic,3
7642,play the playlist hardstyle baby,O O O B-playlist I-playlist,PlayMusic,3
7643,search for big ideas painting,O O B-object_name I-object_name B-object_type,SearchCreativeWork,5
7644,please tell me the movie times,O O O O B-object_type I-object_type,SearchScreeningEvent,6
7645,find the gamble,O B-object_name I-object_name,SearchCreativeWork,5
7646,what is the weather nearby bermuda a week from now,O O O O B-spatial_relation B-country B-timeRange I-timeRange I-timeRange I-timeRange,GetWeather,2
7647,ply best 1973 sound track,O B-sort B-year B-music_item I-music_item,PlayMusic,3
7648,find the schedule for for corn at eleven a m at loews cineplex entertainment,O O O O O B-movie_name O B-timeRange I-timeRange I-timeRange O B-location_name I-location_name I-location_name,SearchScreeningEvent,6
7649,what is the forecast now in duson,O O O O B-timeRange O B-city,GetWeather,2
7650,i d like to see the picture teleform,O O O O O O B-object_type B-object_name,SearchCreativeWork,5
7651,find information about the album flipper city,O O O O B-object_type B-object_name I-object_name,SearchCreativeWork,5
7652,add shooter jennings to the all out 70s playlist,O B-artist I-artist O O B-playlist I-playlist I-playlist O,AddToPlaylist,0
7653,will it be windy in tequesta,O O O B-condition_description O B-city,GetWeather,2
7654,give 0 out of 6 points to current textbook,O B-rating_value O O B-best_rating B-rating_unit O B-object_select B-object_type,RateBook,4
7655,what animated movies are playing at the douglas theatre company,O B-movie_type I-movie_type O O O O B-location_name I-location_name I-location_name,SearchScreeningEvent,6
7656,look for the trailer of guitar heaven: santana performs the greatest guitar classics of all time,O O O B-object_type O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
7657,please make reservations for three at a kosher taverna nearby our secondary residence,O O O O B-party_size_number O O B-cuisine B-restaurant_type B-spatial_relation B-poi I-poi I-poi,BookRestaurant,1
7658,play music from hide,O O O B-artist,PlayMusic,3
7659,can you locate the saga for the ringo sheena discography,O O O O B-object_type O O B-object_name I-object_name I-object_name,SearchCreativeWork,5
7660,are there any animated movies playing at the closest cinema,O O O B-movie_type I-movie_type O O O B-spatial_relation B-object_location_type,SearchScreeningEvent,6
7661,put this song by rayvon on my all out 80s playlist,O O B-music_item O B-artist O B-playlist_owner B-playlist I-playlist I-playlist O,AddToPlaylist,0
7662,book a pizza serving tavern for me and my brother,O O B-served_dish O B-restaurant_type O B-party_size_description I-party_size_description I-party_size_description I-party_size_description,BookRestaurant,1
7663,i give emile or on education five points,O O B-object_name I-object_name I-object_name I-object_name B-rating_value B-rating_unit,RateBook,4
7664,find the real story with gretchen carlson,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name,SearchCreativeWork,5
7665,show famous classic tales television show,O B-object_name I-object_name I-object_name B-object_type I-object_type,SearchCreativeWork,5
7666,what is the forecast for temperate conditions in thailand in lopeno,O O O O O B-condition_temperature O O B-country O B-city,GetWeather,2
7667,how much sun will there be at 07:03:43 pm in jones chapel,O O B-condition_description O O O O B-timeRange I-timeRange O B-city I-city,GetWeather,2
7668,what is the weather forecast for my current spot on jan third 2036,O O O O O O O B-current_location I-current_location O B-timeRange I-timeRange I-timeRange,GetWeather,2
7669,will it be cold in allardt aruba,O O O B-condition_temperature O B-city B-country,GetWeather,2
7670,rate the current book series 4 out of 6,O O B-object_select B-object_type B-object_part_of_series_type B-rating_value O O B-best_rating,RateBook,4
7671,book a table for 2 at a highly rated restaurant within walking distance of taverna ok,O O O O B-party_size_number O O B-sort I-sort B-restaurant_type B-spatial_relation I-spatial_relation I-spatial_relation O B-restaurant_type B-state,BookRestaurant,1
7672,find a novel called a perfect day,O O B-object_type O B-object_name I-object_name I-object_name,SearchCreativeWork,5
7673,mars probes gets a 1 rating,B-object_name I-object_name O O B-rating_value O,RateBook,4
7674,play the newest sound track from the thirties,O O B-sort B-music_item I-music_item O O B-year,PlayMusic,3
7675,book a table for my granddaughter and i at the restaurant,O O O O B-party_size_description I-party_size_description I-party_size_description I-party_size_description O O B-restaurant_type,BookRestaurant,1
7676,book the crown at whitebrook in the solomon islands for dec the twenty-third 2029,O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name O O B-country I-country O B-timeRange I-timeRange I-timeRange I-timeRange,BookRestaurant,1
7677,add to my mac n cheese playlist with tsūzetsu,O O B-playlist_owner B-playlist I-playlist I-playlist O O B-entity_name,AddToPlaylist,0
7678,find the television show called tactics,O O B-object_type I-object_type O B-object_name,SearchCreativeWork,5
7679,when is his english wife showing at the neighborhood cinema group,O O B-movie_name I-movie_name I-movie_name O O O B-location_name I-location_name I-location_name,SearchScreeningEvent,6
7680,add another tune to kristine s laundry playlist,O O B-music_item O B-playlist_owner I-playlist_owner B-playlist O,AddToPlaylist,0
7681,play a top-five song by pete candoli,O O B-sort B-music_item O B-artist I-artist,PlayMusic,3
7682,rate the current essay 1 of 6,O O B-object_select B-object_type B-rating_value O B-best_rating,RateBook,4
7683,play top-50 peter frampton songs,O B-sort B-artist I-artist O,PlayMusic,3
7684,add tune by leonard cohen to road trip,O B-music_item O B-artist I-artist O B-playlist I-playlist,AddToPlaylist,0
7685,what is the forecast for in eighteen minutes here for colder temps,O O O O O B-timeRange I-timeRange I-timeRange B-current_location O B-condition_temperature O,GetWeather,2
7686,i need a reservation for apr the sixteenth 2027 in cazenovia ca,O O O O O B-timeRange I-timeRange I-timeRange I-timeRange O B-city B-state,BookRestaurant,1
7687,put sita on bettie s global funk playlist,O B-artist O B-playlist_owner I-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
7688,book a churrascaria restaurant for 2 which serves mezes,O O B-restaurant_type I-restaurant_type O B-party_size_number O O B-served_dish,BookRestaurant,1
7689,find a highly rated brasserie restaurant in liberia and book a table for 5,O O B-sort I-sort B-restaurant_type I-restaurant_type O B-country O O O O O B-party_size_number,BookRestaurant,1
7690,will the weather be temperate 188 days from now in zimbabwe,O O O O B-condition_temperature B-timeRange I-timeRange I-timeRange I-timeRange O B-country,GetWeather,2
7691,play the theme music from 1963 by yuki koyanagi,O O B-music_item O O B-year O B-artist I-artist,PlayMusic,3
7692,play music from lastfm,O O O B-service,PlayMusic,3
7693,please play some music from 1996,O O O O O B-year,PlayMusic,3
7694,find afternoon movie times for movies in the neighborhood,O B-timeRange B-object_type I-object_type O B-movie_type B-spatial_relation I-spatial_relation I-spatial_relation,SearchScreeningEvent,6
7695,find the passion of michel foucault novel,O B-object_name I-object_name I-object_name I-object_name I-object_name B-object_type,SearchCreativeWork,5
7696,i want to give the saga in praise of the stepmother 2 out of 6 points,O O O O O B-object_part_of_series_type B-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook,4
7697,book a spot for six at a restaurant that serves fish and chips,O O O O B-party_size_number O O B-restaurant_type O O B-served_dish I-served_dish I-served_dish,BookRestaurant,1
7698,include badmeaningood volume4 in jaime s animal stories playlist,O B-entity_name I-entity_name O B-playlist_owner I-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
7699,what films are playing at pacific theatres,O B-movie_type O O O B-location_name I-location_name,SearchScreeningEvent,6
7700,i want to add club mix to the playlist with the title 50 clásicos,O O O O B-entity_name I-entity_name O O O O O O B-playlist I-playlist,AddToPlaylist,0
7701,please make a reservation at ten at a bakery which serves burrito,O O O O O B-party_size_number O O B-restaurant_type O O B-served_dish,BookRestaurant,1
7702,rate the current series a one,O O B-object_select B-object_part_of_series_type O B-rating_value,RateBook,4
7703,rate 12 great classics of science fiction zero out of 6 points,O B-object_name I-object_name I-object_name I-object_name I-object_name I-object_name B-rating_value O O B-best_rating B-rating_unit,RateBook,4
7704,add the song to my we everywhere playlist,O O B-music_item O B-playlist_owner B-playlist I-playlist O,AddToPlaylist,0
7705,book red crown tourist court now for ten not far from tin city,O B-restaurant_name I-restaurant_name I-restaurant_name I-restaurant_name B-timeRange O B-party_size_number B-spatial_relation I-spatial_relation O B-city I-city,BookRestaurant,1
7706,will it be colder here one minute from now,O O O B-condition_temperature B-current_location B-timeRange I-timeRange I-timeRange I-timeRange,GetWeather,2
7707,show the schedule of movie unborn but forgotten,O O B-object_type O O B-movie_name I-movie_name I-movie_name,SearchScreeningEvent,6
7708,i want to give this novel zero,O O O O B-object_select B-object_type B-rating_value,RateBook,4
7709,what animated movies are playing at the closest movie house,O B-movie_type I-movie_type O O O O B-spatial_relation B-object_location_type I-object_location_type,SearchScreeningEvent,6
7710,find movie times,O B-object_type I-object_type,SearchScreeningEvent,6
7711,i feel like this essay deserves four stars,O O O B-object_select B-object_type O B-rating_value B-rating_unit,RateBook,4
7712,is it going to be colder in louisiana,O O O O O B-condition_temperature O B-state,GetWeather,2
7713,play pop,O B-genre,PlayMusic,3
